,FORMULA,PROPERTY: Processing method,PROPERTY: Type of test,PROPERTY: Test temperature ($^\circ$C),PROPERTY: Exp. Density (g/cm$^3$),PROPERTY: Calculated Density (g/cm$^3$),PROPERTY: Microstructure,PROPERTY: HV,PROPERTY: YS (MPa),PROPERTY: UTS (MPa),PROPERTY: Exp. Young modulus (GPa),PROPERTY: Calculated Young modulus (GPa),PROPERTY: Elongation (%),PROPERTY: Elongation plastic (%),Others: DOI,Others: Reference,target_nor
490,Hf0.25 Ti1 V0.5 Zr0.5,CAST,C,600.0,,6.5,BCC,338.3,405.0,,,100.0,50.0,,10.1007/s40195-019-00921-3,,0.16360926068812845
213,Al2 Co1 Cr1 Cu1 Fe1 Ni1,,,800.0,6.3,6.271288576,BCC,,302.0,,,156.3263851,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.12199999192053035
109,Al0.5 Nb1 Ta0.8 Ti1.5 V0.2 Zr1,,,25.0,7.6,7.557222162,BCC,,2035.0,,,108.974285,5.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.8220860382724479
77,Al0.4 Hf0.6 Nb1 Ta1 Ti1 Zr1,,,1000.0,9.1,9.088964376,BCC,,298.0,,,107.0447572,50.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.12038409798780808
259,Al1 Mo0.5 Nb1 Ta0.5 Ti1 Zr1,,,25.0,7.1,7.147250402,BCC,,2000.0,,,118.2773132,10.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.8079469663611281
82,Al0.569 Ca0.143 Li0.857 Mg1 Si0.286 Y0.003,CAST,C,25.0,1.7,1.6,,,556.0,,,,16.0,,10.3390/ma12071136,,0.22460925664839362
298,Co0.5 Fe0.5 Mo0.1 Ni1 V0.25,CAST,T,-196.0,,8.4,FCC,,419.0,,,202.0,,34.6,10.1016/j.scriptamat.2019.02.038,,0.16926488945265633
436,Co1 Cr1 Fe1 Mn1 Ni1 V0.25,,C,25.0,7.9,7.920592137,FCC,151.0,200.0,,,214.7184545,75.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.08079469663611281
198,Al1 Nb1 Ti1 V1,ANNEAL,C,1000.0,,5.5,BCC,,158.0,,,,,,10.1016/j.matlet.2014.11.162,,0.06382781034252911
192,Al1 Nb1 Ta1 Ti1,CAST,C,200.0,,8.2,BCC,,740.0,,,,,,10.1016/j.actamat.2019.06.006,,0.2989403775536174
494,Hf0.26 Nb1 Ta1 Ti0.578 Zr0.416,CAST,C,200.0,,10.4,BCC,,650.0,,,122.0,,,10.1080/14786435.2015.1028506,,0.26258276406736664
355,Co1 Cr1 Fe1 Mn1 Ni1,CAST,T,25.0,,8.0,FCC,176.0,208.0,,,220.0,4.37,,10.1016/j.actamat.2013.09.037,,0.08402648450155732
5,Al0.167 Co1 Cr1 Fe1 Ni1 Ti0.083,ANNEAL,T,25.0,,7.8,FCC,,210.0,503.0,,214.0,70.0,,10.1016/j.actamat.2015.08.076,,0.08483443146791846
54,Al0.343 Co0.514 Cr0.514 Fe1 Ni0.514,CAST,C,25.0,,7.2,,,1166.0,,,,30.2,,10.1016/j.scriptamat.2016.04.014,,0.47103308138853767
434,Co1 Cr1 Fe1 Mn1 Ni1,,C,25.0,8.025,8.027647867,FCC,174.5,207.5,,,219.8823361,,,,Prof.Yeh-3dtransitional,0.08382449775996705
300,Co0.5 Fe0.5 Mo0.1 Ni1 V0.25,CAST,T,20.0,,8.4,FCC,,252.0,,,202.0,,82.1,10.1016/j.scriptamat.2019.02.038,,0.10180131776150214
239,Al1 Co1 Cr1 Fe1 Ni1 Ti0.5,,C,25.0,6.4,6.442487963,BCC,178.0,2260.0,3140.0,187.0,175.8114219,23.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.9129800719880747
97,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,,,700.0,7.6,7.621679625,FCC,,426.0,,,188.9516251,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.17209270383492029
559,Hf1 Mo1 Nb1 Ta1 Zr1,CAST,C,1400.0,,10.9,BCC,,278.0,,,141.0,,,10.3390/e21010015,,0.11230462832419681
831,Nb1 Ta1 V1 W1,,C,25.0,12.9,12.88664201,BCC,492.0,1530.0,,,205.5328097,12.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.618079429266263
675,Mo0.7 Nb1 Ti1 V1 Zr1,,C,25.0,7.0,6.949676036,BCC,,1706.0,,,130.0207242,32.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.6891787623060422
487,Hf0.25 Nb0.5 Ti1 V0.5 Zr0.5,CAST,C,600.0,,6.9,BCC,310.4,859.0,,,101.0,50.0,,10.1007/s40195-019-00921-3,,0.3470132220521045
25,Al0.25 Mo1 Nb1 Ti1 V1,CAST,C,25.0,,7.1,BCC,460.0,1250.0,1500.0,,161.0,13.0,,10.3390/e16020870,,0.5049668539757051
84,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,WROUGHT,T,700.0,,7.6,FCC,,180.0,185.0,,189.0,,,10.1016/j.jallcom.2009.10.088,,0.07271522697250153
10,Al0.1 Co1 Cr1 Fe1 Ni1,WROUGHT,T,25.0,,8.0,FCC,,1198.0,,,220.0,1.5,,10.1016/j.actamat.2018.12.012,,0.48396023285031575
208,Al2 Co1 Cr1 Cu1 Fe1 Ni1,,,25.0,6.3,6.271288576,BCC,,1620.0,,,156.3263851,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.6544370427525138
362,Co1 Cr1 Fe1 Mn1 Ni1,WROUGHT,T,25.0,,8.0,FCC,,930.3,1021.0,,220.0,38.7,,10.1007/s11661-019-05231-y,,0.37581653140287874
787,Mo1 Nb1 Ti1 V1.5 Zr1,CAST,C,25.0,7.055,7.050560244,BCC,,1735.0,,,139.6374891,20.1,13.2,,Prof.Yeh-RHEA,0.7008939933182786
367,Co1 Cr1 Fe1 Mn1 Ni1,WROUGHT,T,25.0,,8.0,FCC,,258.76,599.0,,,47.0,,10.1007/s11661-019-05231-y,,0.10453217850780275
118,Al0.75 Mo1 Nb1 Ti1 V1,CAST,C,25.0,,6.6,BCC,517.0,1260.0,1300.0,,151.0,8.0,,10.3390/e16020870,,0.5090065888075107
676,Mo0.7 Nb1 Ti1 V1 Zr1,CAST,C,25.0,7.0,6.949676036,BCC,,1706.0,,,130.0207242,32.0,32.0,,Prof.Yeh-RHEA,0.6891787623060422
635,Hf1 Mo1 Nb1 Ti1 Zr1,,C,25.0,8.7,8.685086263,BCC,,1803.0,1719.0,,127.9212828,10.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.728364190174557
29,Al0.25 Nb1 Ta1 Ti1 V1,,C,25.0,8.8,8.794810956,BCC,,1330.0,,130.0,130.4925823,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.5372847326301502
579,Hf1 Mo1 Ta1 Ti1 Zr1,CAST,C,1000.0,,10.2,BCC,,855.0,,,143.0,,,10.1016/j.intermet.2015.03.013,,0.3453973281193823
549,Hf1 Mo1 Nb1 Ta1 Ti1 Zr1,CAST,C,800.0,,9.9,BCC,,1007.0,,,137.0,,,10.1016/j.intermet.2015.03.013,,0.406801297562828
824,Nb1 Ti1 Zr1,CAST,T,25.0,,6.5,BCC,295.0,956.0,991.0,88.0,94.0,,,10.3390/e21020114,,0.38619864992061925
596,Hf1 Nb1 Ta1 Ti1 Zr1,WROUGHT,T,25.0,,9.9,BCC,,940.0,953.0,,107.0,7.9,,10.1016/j.matlet.2016.08.060,,0.3797350741897302
344,Co1 Cr1 Fe1 Mn1 Ni1,WROUGHT,T,25.0,,8.0,FCC,,280.0,,,220.0,54.0,,10.1016/j.msea.2019.04.025,,0.11311257529055793
81,Al0.511 Co0.511 Cr0.511 Fe0.511 Ni1,,T,-192.0,,7.0,,,700.0,1000.0,,,16.5,,10.1016/j.actamat.2016.11.016,,0.28278143822639484
558,Hf1 Mo1 Nb1 Ta1 Zr1,CAST,C,1200.0,,10.9,BCC,,694.0,,,141.0,,,10.3390/e21010015,,0.28035759732731147
351,Co1 Cr1 Fe1 Mn1 Ni1,WROUGHT,T,25.0,,8.0,FCC,,353.0,635.0,,220.0,8.0,,10.1016/j.jallcom.2019.04.121,,0.1426026395627391
543,Hf1 Mo1 Nb1 Ta1 Ti1 Zr1,CAST,C,25.0,,9.9,BCC,,1512.0,,,137.0,12.0,,10.3390/e21010015,,0.6108079065690128
383,Co1 Cr1 Fe1 Ni1,WROUGHT,T,25.0,,8.2,FCC,,448.0,672.0,210.0,226.0,62.0,,10.1016/j.actamat.2019.04.017,,0.1809801204648927
762,Mo1 Nb1 Ta1 V1 W1,,,1200.0,12.4,12.37616704,BCC,,735.0,,,229.2405322,8.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.2969205101377146
670,Mo0.5 Nb1 Ti1 V1 Zr1,,C,25.0,6.8,6.822863505,BCC,,1473.0,,,122.3241237,32.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.5950529407249708
457,Cr1 Fe1 Ni1 Ti0.5,CAST,C,25.0,,7.3,BCC,709.6,2380.79,,,208.0,,,10.1557/jmr.2019.40,,0.9617760290214551
522,Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,WROUGHT,C,-43.0,,8.4,BCC,,1020.0,,,100.0,,,10.1016/j.msea.2017.10.073,,0.4120529528441753
743,Mo1 Nb1 Ti1 V1 Zr1,ANNEAL,C,25.0,,7.1,BCC,,1779.0,,,141.0,,32.0,10.1016/j.matdes.2015.06.072,,0.7186688265782234
365,Co1 Cr1 Fe1 Mn1 Ni1,WROUGHT,T,25.0,,8.0,FCC,,366.88,673.0,,220.0,45.05,,10.1007/s11661-019-05231-y,,0.14820979150928534
695,Mo1 Nb1 Ta1 Ti1,ANNEAL,C,100.0,,10.0,BCC,,1029.0,,,179.0,,,10.1016/j.actamat.2019.06.006,,0.4156887141928004
802,Nb1 Ta1 Ti1,WROUGHT,C,600.0,,10.0,BCC,,222.0,,,136.0,,,10.1016/j.actamat.2019.06.006,,0.08968211326608522
499,Hf0.5 Mo0.5 Nb1 Ti1 Zr1,CAST,C,25.0,7.845,7.872332196,BCC,,1180.0,,,114.9663113,24.6,19.0,,Prof.Yeh-RHEA,0.4766887101530656
265,Al1 Mo1 Nb1 Ti1 V1,CAST,C,25.0,6.4,6.398950958,BCC,537.0,1375.0,,150.0,146.8857027,3.0,2.0,,Prof.Yeh-RHEA,0.5554635393732755
528,Hf0.787 Nb0.142 Ta0.142 Ti1 Zr0.787,WROUGHT,T,25.0,,8.5,BCC,,540.0,995.0,,92.0,,,10.1080/21663831.2016.1221861,,0.21814568091750458
447,Co1 Fe1 Ni1,,C,25.0,8.5,8.524402703,FCC,125.0,204.0,,,206.7823096,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.08241059056883507
306,Co0.986 Cr0.952 Fe0.933 Mn0.914 Ni1,WROUGHT,T,25.0,,8.0,FCC,,270.0,630.0,,220.0,46.2,,10.1016/j.msea.2019.01.112,,0.10907284045875229
514,Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,WROUGHT,C,72.0,,8.4,BCC,,1040.0,,,100.0,,,10.1016/j.msea.2017.10.073,,0.4201324225077866
7,Al0.186 Cr0.149 Fe1 Mn0.861 Ni0.28,ANNEAL,T,25.0,,7.3,,,409.0,584.0,,,,10.5,10.1016/j.msea.2019.01.083,,0.1652251546208507
380,Co1 Cr1 Fe1 Ni1,CAST,T,25.0,,8.2,FCC,,148.0,413.0,,226.0,63.0,,10.1016/j.intermet.2015.01.004,,0.05978807551072348
155,Al1 Cr0.5 Nb1 Ti1 V1,ANNEAL,C,800.0,,5.6,BCC,,640.0,685.0,,119.0,,,10.1016/j.jallcom.2015.08.224,,0.258543029235561
328,Co1 Cr1 Fe1 Mn1,,C,25.0,,7.8,,,338.0,,,,4.3,,10.1016/j.intermet.2016.09.003,,0.13654303731503065
101,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,,C,25.0,7.625,7.621679625,FCC,210.0,388.0,,,188.9516251,,,,Prof.Yeh-3dtransitional,0.15674171147405885
377,Co1 Cr1 Fe1 Mo0.208 Ni1,CAST,T,25.0,,8.3,,,254.7,590.0,,,55.1,,10.1016/j.actamat.2016.06.063,,0.10289204616608966
506,Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,WROUGHT,C,-196.0,,8.4,BCC,,1880.0,,,100.0,,,10.1016/j.msea.2017.10.073,,0.7594701483794604
393,Co1 Cr1 Fe1 Ni1 Ti0.2,WROUGHT,T,25.0,,7.9,FCC,,700.0,1240.0,,218.0,36.0,,10.1016/j.actamat.2018.11.049,,0.28278143822639484
209,Al2 Co1 Cr1 Cu1 Fe1 Ni1,,,600.0,6.3,6.271288576,BCC,,805.0,,,156.3263851,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.3251986539603541
296,Co0.333 Cr0.667 Fe0.667 Ni1 Ti0.2,WROUGHT,T,25.0,,7.8,FCC,308.0,586.0,875.0,,213.0,46.0,,10.1016/j.msea.2019.138181,,0.23672846114381055
2,Al0.143 Cr0.343 Fe1 Mn0.8 Ni0.571,CAST,T,25.0,,7.5,FCC,,280.0,556.0,,204.0,48.0,48.2,10.1016/j.msea.2019.05.056,,0.11311257529055793
215,Al1 Co1 Cr1 Fe1 Nb0.1 Ni1,,C,25.0,6.8,6.769776572,BCC,569.0,1641.0,3285.0,,182.0579107,17.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.6629204858993056
828,Nb1 Ta1 Ti1 V1,,C,25.0,9.2,9.169851378,BCC,,1092.0,,134.0,134.2138287,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.44113904363317596
333,Co1 Cr1 Fe1 Mn1 Ni1,POWDER,C,25.0,7.753,8.0,FCC,435.0,1100.0,,,220.0,41.0,,10.1080/00325899.2018.1554834,,0.44437083149862044
594,Hf1 Nb1 Ta1 Ti1 Zr1,WROUGHT,T,25.0,,9.9,BCC,,958.0,974.0,,107.0,50.0,,10.1016/j.matlet.2016.08.060,,0.38700659688698036
158,Al1 Cr1 Fe1 Ni1,,C,25.0,,6.3,,,1271.0,,,,34.6,,10.1016/j.jallcom.2018.07.346,,0.5134502971224969
752,Mo1 Nb1 Ta1 Ti0.75 W1,CAST,C,25.0,12.2,12.15284498,BCC,,1300.0,,,227.9760874,8.4,8.4,,Prof.Yeh-RHEA,0.5251655281347333
810,Nb1 Ta1 Ti1 V1 W1,CAST,C,25.0,,11.1,BCC,,1420.0,1800.0,,187.0,20.0,,10.1016/j.msea.2016.07.102,,0.573642346116401
616,Hf1 Mo0.25 Nb1 Ta1 Ti1 Zr1,,C,25.0,9.9,9.906161127,BCC,395.0,1112.0,,121.0,115.2945674,50.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.44921851329678725
218,Al1 Co1 Cr1 Fe1 Ni1,,C,25.0,6.7,6.717648579,BCC,,1110.0,,,184.2786056,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.4484105663304261
833,Mo1 Nb1 Ti1 V0.3,,C,25.0,7.3,7.557003239,BCC,,1455.0,,,173.2411084,25.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.5877814180277207
409,Co1 Fe1 Ni1,WROUGHT,T,25.0,,8.5,FCC,,217.0,498.0,,207.0,51.0,,10.1016/j.intermet.2019.106477,,0.0876622458501824
507,Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,WROUGHT,C,-196.0,,8.4,BCC,,1750.0,,,100.0,,,10.1016/j.msea.2017.10.073,,0.7069535955659871
382,Co1 Cr1 Fe1 Ni1,WROUGHT,T,25.0,,8.2,FCC,,494.0,732.0,210.0,226.0,68.6,,10.1016/j.actamat.2019.04.017,,0.19956290069119864
375,Co1 Cr1 Fe1 Mo0.15 Ni1,WROUGHT,T,25.0,,8.3,,,1311.0,1421.0,,,,5.9,10.1016/j.msea.2019.05.078,,0.5296092364497195
717,Mo1 Nb1 Ta1 Ti1 W1,CAST,C,23.0,11.72,11.8,BCC,,1343.0,,,222.0,,,10.1016/j.actamat.2019.06.032,,0.5425363879114975
212,Al2 Co1 Cr1 Cu1 Fe1 Ni1,,,900.0,6.3,6.271288576,BCC,,214.0,,,156.3263851,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.08645032540064071
426,Co1 Cr1 Cu1 Fe1 Ni1,,C,25.0,8.335,8.331325886,FCC,286.0,230.0,,55.6,206.0965696,,,,Prof.Yeh-3dtransitional,0.09291390113152974
79,Al0.50 Co1 Fe1 Ni1,,C,25.0,7.375,7.375241195,FCC,211.5,345.5,,,,16.5,,,Prof.Yeh-3dtransitional,0.13957283843888488
148,Al1 Co1 Cr1 Fe1 Ni1 Si0.4,CAST,C,25.0,,6.2,BCC,,1481.0,2444.0,,169.0,,13.0,10.1016/j.msea.2010.07.049,,0.5982847285904154
405,Co1 Fe1 Mn1 Ni1,WROUGHT,T,25.0,,8.2,FCC,,170.0,550.0,,204.0,41.0,,10.1016/j.actamat.2014.08.026,,0.06867549214069589
462,Cr1 Mo1 Nb1 Ti1,ANNEAL,C,600.0,,7.6,BCC,,1062.0,,,196.0,,,10.1016/j.actamat.2019.06.006,,0.42901983913775904
658,Hf1 Nb1 Ti1 Zr1,ANNEAL,T,25.0,8.395,8.389278152,BCC,,879.0,,,89.37400368,14.9,,,Prof.Yeh-RHEA,0.3550926917157158
422,Co1 Ni1 V1,WROUGHT,T,25.0,,7.8,,,461.0,886.0,,,58.0,,10.1002/adma.201807142,,0.18623177574624003
250,Al1 Cr1 Mo1 Nb1 Ti1,,,600.0,6.6,6.565952966,BCC,,1060.0,,,170.0203827,3.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.4282118921713979
677,Mo1.3 Nb1 Ti1 V1 Zr1,,C,25.0,7.3,7.279138633,BCC,,1496.0,,,150.0167131,30.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.6043443308381238
792,Mo1 Nb1 Ti1 V1 Zr1,,C,25.0,7.1,7.123122391,BCC,,1779.0,,,140.5476593,32.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.7186688265782234
133,Al1 Co0.5 Cr0.5 Cu0.5 Fe0.5 Ni0.5,CAST,C,800.0,,6.3,BCC,,302.0,,,,,,10.1007/s11661-005-0218-9,,0.12199999192053035
440,Co1 Cr1 Fe1 Ni1,,T,25.0,8.2,8.175043328,FCC,,148.0,413.0,,225.7139231,48.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.05978807551072348
165,Al1 Cr1 Mo1 Nb1 Ti1,ANNEAL,C,800.0,,6.6,BCC,,875.0,,,,,,10.1007/s11661-017-4386-1,,0.35347679778299357
529,Hf1 Mo0.25 Nb1 Ta1 Ti1 Zr1,CAST,C,25.0,,9.9,BCC,395.0,1112.0,,96.0,115.0,50.0,,10.1016/j.matlet.2016.03.133,,0.44921851329678725
55,Al0.38 Co1 Cr1 Fe1 Mn1 Ni1,CAST,T,25.0,,7.5,FCC,182.0,244.0,,,205.0,45.0,,10.1016/j.actamat.2013.09.037,,0.09856952989605763
521,Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,WROUGHT,C,-103.0,,8.4,BCC,,1250.0,,,100.0,,,10.1016/j.msea.2017.10.073,,0.5049668539757051
653,Hf1 Nb1 Ta1 Ti1 Zr1,,C,25.0,9.9,9.893530612,BCC,390.0,929.0,,,106.9115089,50.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.375291365874744
531,Hf1 Mo0.5 Nb1 Ti1 V0.5,CAST,C,1000.0,,9.0,BCC,,368.0,394.0,,126.0,,,10.1016/j.jallcom.2016.10.014,,0.14866224181044757
326,Co1 Cr1 Cu1 Fe1 Ni1 Ti0.5,CAST,C,25.0,,7.8,FCC,,700.0,1650.0,,194.0,22.0,21.6,10.1016/j.intermet.2006.08.005,,0.28278143822639484
445,Co1 Cr1 Ni1,,T,25.0,8.3,8.278316008,FCC,,300.0,860.0,,230.8052709,60.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.12119204495416921
204,Al1 Nb1 Ti1 Zr1,,C,25.0,5.79,5.7,,539.6,1080.0,,,,8.6,,10.1179/1743284715Y.0000000032,,0.43629136183500916
595,Hf1 Nb1 Ta1 Ti1 Zr1,WROUGHT,T,25.0,,9.9,BCC,,944.0,959.0,,107.0,50.0,,10.1016/j.matlet.2016.08.060,,0.38135096812245245
431,Co1 Cr1 Cu1 Fe1 Ni1 Ti0.5,,C,25.0,7.825,7.821724444,FCC,,700.0,,92.5,194.1167208,29.0,,,Prof.Yeh-3dtransitional,0.28278143822639484
678,Mo1.3 Nb1 Ti1 V1 Zr1,CAST,C,25.0,7.3,7.279138633,BCC,,1496.0,,,150.0167131,30.0,30.0,,Prof.Yeh-RHEA,0.6043443308381238
758,Mo1 Nb1 Ta1 V1 W1,,,25.0,12.4,12.37616704,BCC,,1246.0,,,229.2405322,2.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.5033509600429829
795,Mo1 Nb1 Ti1 Zr1,CAST,C,25.0,7.305,7.308611099,BCC,,1590.0,,,142.8743035,33.5,21.9,,Prof.Yeh-RHEA,0.6423178382570969
60,Al0.3 Hf1 Nb1 Ta1 Ti1 Zr1,,C,25.0,9.6,9.549692921,BCC,353.0,1188.0,,108.0,105.1476585,50.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.4799204980185101
199,Al1 Nb1 Ti1 V1,ANNEAL,C,600.0,,5.5,BCC,,780.0,1005.0,,104.0,,,10.1016/j.jallcom.2015.08.224,,0.31509931688084
247,Al1 Cr1 Fe1 Mo0.5 Ni1,,C,25.0,6.8,6.783315691,BCC,622.0,1749.0,2644.0,,198.7126404,13.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.7065496220828065
618,Hf1 Mo0.5 Nb1 Ta1 Ti1 Zr1,,C,25.0,9.9,9.917872809,BCC,480.0,1317.0,,130.0,123.0677835,50.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.5320330773488029
433,Co1 Cr1 Fe1 Mn1 Ni1,,C,25.0,8.0,8.027647867,FCC,144.0,230.0,,,219.8823361,75.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.09291390113152974
416,Co1 Mn1 Ni1,WROUGHT,T,25.0,,8.4,FCC,,267.0,506.0,190.0,202.0,50.5,,10.1016/j.actamat.2019.04.017,,0.1078609200092106
513,Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,WROUGHT,C,-43.0,,8.4,BCC,,1180.0,,,100.0,,,10.1016/j.msea.2017.10.073,,0.4766887101530656
352,Co1 Cr1 Fe1 Mn1 Ni1,WROUGHT,T,25.0,,8.0,FCC,,386.2,666.0,,220.0,,,10.1016/j.jallcom.2018.08.115,,0.15601455920433382
814,Nb1 Ta1 Ti1 W1,ANNEAL,C,300.0,,12.1,BCC,,754.0,,,198.0,,,10.1016/j.actamat.2019.06.006,,0.3045960063181453
800,Nb1 Ta1 Ti1,WROUGHT,C,300.0,,10.0,BCC,,314.0,,,136.0,,,10.1016/j.actamat.2019.06.006,,0.12684767371869712
606,Hf1 Nb1 Ta1 Ti1 Zr1,WROUGHT,T,25.0,,9.9,BCC,309.0,830.0,840.0,,107.0,,,10.1016/j.actamat.2017.09.035,,0.3352979910398682
801,Nb1 Ta1 Ti1,WROUGHT,C,400.0,,10.0,BCC,,232.0,,,136.0,,,10.1016/j.actamat.2019.06.006,,0.09372184809789086
294,Co0.286 Cr0.429 Fe1 Mn0.143 Ni0.714 V0.286,WROUGHT,T,25.0,,7.9,FCC,,240.0,610.0,,208.0,53.0,,10.1016/j.msea.2018.12.077,,0.09695363596333537
620,Hf1 Mo0.5 Nb1 Ti1 V0.5,CAST,C,25.0,9.02,8.97404319,BCC,,1260.0,,,125.5758684,35.0,35.0,,Prof.Yeh-RHEA,0.5090065888075107
442,Co1 Cr1 Fe1 Ni1,,C,25.0,8.175,8.175043328,FCC,,147.5,,,225.7139231,48.0,,,Prof.Yeh-3dtransitional,0.0595860887691332
826,Nb1 Ti1 Zr1,CAST,C,800.0,,6.5,BCC,,462.0,,,94.0,51.0,,10.1007/s12598-019-01310-6,,0.18663574922942058
90,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,CAST,C,900.0,,7.6,FCC,,230.0,,,189.0,,,10.1007/s11661-005-0218-9,,0.09291390113152974
815,Nb1 Ta1 Ti1 W1,ANNEAL,C,400.0,,12.1,BCC,,627.0,,,198.0,,,10.1016/j.actamat.2019.06.006,,0.25329137395421364
181,Al1 Cu1 Ni1 Ti1,CAST,C,25.0,,5.7,FCC,537.0,300.0,536.0,108.0,122.0,,0.85,10.1016/j.apsusc.2015.07.207,,0.12119204495416921
808,Nb1 Ta1 Ti1 V1,POWDER,C,25.0,,9.2,BCC,444.3,1308.0,,,134.0,27.9,,10.1016/j.jallcom.2018.10.230,,0.5283973160001778
69,Al0.3 Nb1 Ta1 Ti1.4 Zr1.3,,C,25.0,8.1,8.088884841,BCC,490.0,1965.0,2054.0,,109.5559669,5.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.7938078944498084
131,Al1 Co0.5 Cr0.5 Cu0.5 Fe0.5 Ni0.5,CAST,C,700.0,,6.3,BCC,,567.0,,,156.0,,,10.1007/s11661-005-0218-9,,0.22905296496337982
314,Co1 Cr0.2 Fe1 Ni1 Si0.2,WROUGHT,T,25.0,,7.8,FCC,153.8,320.0,920.0,,195.0,60.0,,10.1016/j.jmmm.2019.01.096,,0.1292715146177805
449,Co1 Fe1 Ni1,,T,25.0,8.5,8.524402703,FCC,,211.0,513.0,,206.7823096,31.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.08523840495109901
135,Al1 Co0.75 Cr1 Fe1 Ni1,,C,25.0,,6.6,,,1331.0,,,,20.0,,10.1016/j.jallcom.2018.07.346,,0.5376887061133307
164,Al1 Cr1 Mo1 Nb1 Ti1,ANNEAL,C,600.0,,6.6,BCC,,930.0,,,170.0,,,10.1007/s11661-017-4386-1,,0.37569533935792454
28,Al0.25 Nb1 Ta1 Ti1 V1,CAST,C,25.0,,8.8,BCC,,1330.0,,,130.0,,,10.1016/j.proeng.2012.03.043,,0.5372847326301502
468,Fe1 Mn1 Ni1,WROUGHT,T,25.0,,8.1,FCC,,529.0,613.0,182.0,203.0,36.0,,10.1016/j.actamat.2019.04.017,,0.2137019726025184
