FORMULA,PROPERTY: Processing method,PROPERTY: Type of test,Measuremet T (?°C),PROPERTY: Exp. Density (g/cm$^3$),PROPERTY: Calculated Density (g/cm$^3$),PROPERTY: Microstructure,PROPERTY: HV,PROPERTY: YS (MPa),PROPERTY: UTS (MPa),PROPERTY: Exp. Young modulus (GPa),PROPERTY: Calculated Young modulus (GPa),PROPERTY: Elongation (%),PROPERTY: Elongation plastic (%),Others: DOI,Others: Reference
Hf1 Mo1 Nb1 Ti1 Zr1,CAST,C,1200.0,8.68,8.7,1,,187.0,,,128.0,,,10.1016/j.actamat.2019.06.032,
Hf1 Mo1 Ta1 Ti1 Zr1,CAST,C,25.0,,10.2,1,,1600.0,,,143.0,4.0,,10.3390/e21010015,
Hf1 Mo1 Ta1 Ti1 Zr1,CAST,C,800.0,,10.2,1,,1045.0,,,143.0,19.0,,10.3390/e21010015,
Hf1 Mo1 Ta1 Ti1 Zr1,CAST,C,1000.0,,10.2,1,,855.0,,,143.0,30.0,,10.3390/e21010015,
Hf1 Mo1 Ta1 Ti1 Zr1,CAST,C,1200.0,,10.2,1,,404.0,,,143.0,30.0,,10.3390/e21010015,
Hf1 Mo1 Ta1 Ti1 Zr1,CAST,C,25.0,,10.2,1,542.0,1600.0,1743.0,,143.0,,,10.1016/j.intermet.2015.03.013,
Hf1 Mo1 Ta1 Ti1 Zr1,CAST,C,800.0,,10.2,1,,1045.0,1446.0,,143.0,,,10.1016/j.intermet.2015.03.013,
Hf1 Mo1 Ta1 Ti1 Zr1,CAST,C,1000.0,,10.2,1,,855.0,,,143.0,,,10.1016/j.intermet.2015.03.013,
Hf1 Mo1 Ta1 Ti1 Zr1,CAST,C,1200.0,,10.2,1,,404.0,,,143.0,4.0,,10.1016/j.intermet.2015.03.013,
Hf1 Mo1 Ta1 Ti1 Zr1,CAST,C,23.0,10.18,10.2,1,,1600.0,,,143.0,,,10.1016/j.actamat.2019.06.032,
Hf1 Mo1 Ta1 Ti1 Zr1,CAST,C,1000.0,10.18,10.2,1,,855.0,,,143.0,,,10.1016/j.actamat.2019.06.032,
Hf1 Mo1 Ta1 Ti1 Zr1,CAST,C,1200.0,10.18,10.2,1,,404.0,,,143.0,,,10.1016/j.actamat.2019.06.032,
Hf1 Nb1 Ta1 Ti1,ANNEAL,,,,10.9,1,280.0,,,,119.0,,,10.1016/j.matdes.2018.06.003,
Hf1 Nb1 Ta1 Ti1,CAST,,,,10.9,1,270.0,,,,119.0,,,10.1016/j.matdes.2018.06.003,
Hf1 Nb1 Ta1 Ti1,ANNEAL,C,20.0,,10.9,1,,860.0,,,119.0,,,10.1016/j.actamat.2019.06.006,
Hf1 Nb1 Ta1 Ti1,ANNEAL,C,20.0,,10.9,1,,834.0,,,119.0,,,10.1016/j.actamat.2019.06.006,
Hf1 Nb1 Ta1 Ti1,ANNEAL,C,200.0,,10.9,1,,610.0,,,119.0,,,10.1016/j.actamat.2019.06.006,
Hf1 Nb1 Ta1 Ti1,ANNEAL,C,600.0,,10.9,1,,473.0,,,119.0,,,10.1016/j.actamat.2019.06.006,
Hf1 Nb1 Ta1 Ti1 Zr1,CAST,T,25.0,,9.9,1,359.0,1155.0,1212.0,59.0,107.0,50.0,,10.3390/e21020114,
Hf1 Nb1 Ta1 Ti1 Zr1,CAST,T,25.0,,9.9,1,,828.0,862.0,,107.0,50.0,,10.1016/j.msea.2015.12.017,
Hf1 Nb1 Ta1 Ti1 Zr1,CAST,T,25.0,,9.9,1,,827.0,856.0,,107.0,50.0,,10.1016/j.msea.2015.12.017,
Hf1 Nb1 Ta1 Ti1 Zr1,CAST,T,25.0,,9.9,1,,820.0,869.0,,107.0,50.0,,10.1016/j.msea.2015.12.017,
Hf1 Nb1 Ta1 Ti1 Zr1,CAST,T,25.0,,9.9,1,,803.0,810.0,,107.0,50.0,,10.1016/j.msea.2015.12.017,
Hf1 Nb1 Ta1 Ti1 Zr1,CAST,C,25.0,,9.9,1,,905.0,,,107.0,50.0,,10.1016/j.msea.2015.08.024,
Hf1 Nb1 Ta1 Ti1 Zr1,WROUGHT,T,25.0,,9.9,1,,958.0,974.0,,107.0,50.0,,10.1016/j.matlet.2016.08.060,
Hf1 Nb1 Ta1 Ti1 Zr1,WROUGHT,T,25.0,,9.9,1,,944.0,959.0,,107.0,50.0,,10.1016/j.matlet.2016.08.060,
Hf1 Nb1 Ta1 Ti1 Zr1,WROUGHT,T,25.0,,9.9,1,,940.0,953.0,,107.0,7.9,,10.1016/j.matlet.2016.08.060,
Hf1 Nb1 Ta1 Ti1 Zr1,CAST,C,25.0,,9.9,1,335.0,1015.0,,85.0,,1.7,,10.1016/j.matlet.2016.03.133,
Hf1 Nb1 Ta1 Ti1 Zr1,WROUGHT,,,,9.9,1,,,,,,5.0,,10.1016/j.matchar.2018.07.015,
Hf1 Nb1 Ta1 Ti1 Zr1,CAST,C,25.0,,9.9,1,,890.0,,,107.0,9.2,,10.1016/j.matchar.2015.11.018,
Hf1 Nb1 Ta1 Ti1 Zr1,WROUGHT,,20.0,,9.9,1,,,,88.9,107.0,4.7,,10.1016/j.jallcom.2019.05.322,
Hf1 Nb1 Ta1 Ti1 Zr1,WROUGHT,,40.0,,9.9,1,,,,88.6,,,,10.1016/j.jallcom.2019.05.322,
Hf1 Nb1 Ta1 Ti1 Zr1,WROUGHT,,60.0,,9.9,1,,,,88.4,107.0,9.7,,10.1016/j.jallcom.2019.05.322,
Hf1 Nb1 Ta1 Ti1 Zr1,WROUGHT,,80.0,,9.9,1,,,,88.1,107.0,,,10.1016/j.jallcom.2019.05.322,
Hf1 Nb1 Ta1 Ti1 Zr1,WROUGHT,,100.0,,9.9,1,,,,87.9,107.0,,,10.1016/j.jallcom.2019.05.322,
Hf1 Nb1 Ta1 Ti1 Zr1,WROUGHT,,120.0,,9.9,1,,,,87.7,107.0,,,10.1016/j.jallcom.2019.05.322,
Hf1 Nb1 Ta1 Ti1 Zr1,WROUGHT,,140.0,,9.9,1,,,,87.5,107.0,,,10.1016/j.jallcom.2019.05.322,
Hf1 Nb1 Ta1 Ti1 Zr1,WROUGHT,,160.0,,9.9,1,,,,87.3,107.0,,,10.1016/j.jallcom.2019.05.322,
Hf1 Nb1 Ta1 Ti1 Zr1,WROUGHT,,180.0,,9.9,1,,,,87.1,107.0,,,10.1016/j.jallcom.2019.05.322,
Hf1 Nb1 Ta1 Ti1 Zr1,WROUGHT,,200.0,,9.9,1,,,,86.9,107.0,,,10.1016/j.jallcom.2019.05.322,
Hf1 Nb1 Ta1 Ti1 Zr1,WROUGHT,,220.0,,9.9,1,,,,86.7,107.0,,,10.1016/j.jallcom.2019.05.322,
Hf1 Nb1 Ta1 Ti1 Zr1,WROUGHT,,240.0,,9.9,1,,,,86.5,107.0,,,10.1016/j.jallcom.2019.05.322,
Hf1 Nb1 Ta1 Ti1 Zr1,WROUGHT,,260.0,,9.9,1,,,,86.3,107.0,,,10.1016/j.jallcom.2019.05.322,
Hf1 Nb1 Ta1 Ti1 Zr1,WROUGHT,,280.0,,9.9,1,,,,86.1,107.0,,,10.1016/j.jallcom.2019.05.322,
Hf1 Nb1 Ta1 Ti1 Zr1,WROUGHT,,300.0,,9.9,1,,,,85.8,107.0,,,10.1016/j.jallcom.2019.05.322,
Hf1 Nb1 Ta1 Ti1 Zr1,WROUGHT,,320.0,,9.9,1,,,,85.5,107.0,,,10.1016/j.jallcom.2019.05.322,
Hf1 Nb1 Ta1 Ti1 Zr1,WROUGHT,,340.0,,9.9,1,,,,85.2,107.0,,,10.1016/j.jallcom.2019.05.322,
Hf1 Nb1 Ta1 Ti1 Zr1,WROUGHT,,360.0,,9.9,1,,,,84.9,107.0,15.7,,10.1016/j.jallcom.2019.05.322,
Hf1 Nb1 Ta1 Ti1 Zr1,WROUGHT,,380.0,,9.9,1,,,,84.5,107.0,12.6,,10.1016/j.jallcom.2019.05.322,
Hf1 Nb1 Ta1 Ti1 Zr1,WROUGHT,,400.0,,9.9,1,,,,84.2,107.0,10.8,,10.1016/j.jallcom.2019.05.322,
Hf1 Nb1 Ta1 Ti1 Zr1,WROUGHT,,420.0,,9.9,1,,,,83.8,107.0,,,10.1016/j.jallcom.2019.05.322,
Hf1 Nb1 Ta1 Ti1 Zr1,WROUGHT,,440.0,,9.9,1,,,,83.5,107.0,,,10.1016/j.jallcom.2019.05.322,
Hf1 Nb1 Ta1 Ti1 Zr1,WROUGHT,,460.0,,9.9,1,,,,83.1,107.0,,,10.1016/j.jallcom.2019.05.322,
Hf1 Nb1 Ta1 Ti1 Zr1,WROUGHT,,480.0,,9.9,1,,,,82.7,107.0,,,10.1016/j.jallcom.2019.05.322,
Hf1 Nb1 Ta1 Ti1 Zr1,WROUGHT,,500.0,,9.9,1,,,,82.3,107.0,,,10.1016/j.jallcom.2019.05.322,
Hf1 Nb1 Ta1 Ti1 Zr1,WROUGHT,,520.0,,9.9,1,,,,81.9,107.0,,,10.1016/j.jallcom.2019.05.322,
Hf1 Nb1 Ta1 Ti1 Zr1,WROUGHT,,540.0,,9.9,1,,,,81.6,107.0,,,10.1016/j.jallcom.2019.05.322,
Hf1 Nb1 Ta1 Ti1 Zr1,WROUGHT,,560.0,,9.9,1,,,,81.3,107.0,,,10.1016/j.jallcom.2019.05.322,
Hf1 Nb1 Ta1 Ti1 Zr1,WROUGHT,,580.0,,9.9,1,,,,81.0,107.0,,,10.1016/j.jallcom.2019.05.322,
Hf1 Nb1 Ta1 Ti1 Zr1,WROUGHT,,600.0,,9.9,1,,,,80.7,107.0,,,10.1016/j.jallcom.2019.05.322,
Hf1 Nb1 Ta1 Ti1 Zr1,WROUGHT,,620.0,,9.9,1,,,,80.4,107.0,,,10.1016/j.jallcom.2019.05.322,
Hf1 Nb1 Ta1 Ti1 Zr1,WROUGHT,,640.0,,9.9,1,,,,80.2,107.0,,,10.1016/j.jallcom.2019.05.322,
Hf1 Nb1 Ta1 Ti1 Zr1,WROUGHT,,660.0,,9.9,1,,,,80.0,107.0,,,10.1016/j.jallcom.2019.05.322,
Hf1 Nb1 Ta1 Ti1 Zr1,WROUGHT,,680.0,,9.9,1,,,,79.8,107.0,,,10.1016/j.jallcom.2019.05.322,
Hf1 Nb1 Ta1 Ti1 Zr1,WROUGHT,,700.0,,9.9,1,,,,79.6,107.0,,,10.1016/j.jallcom.2019.05.322,
Hf1 Nb1 Ta1 Ti1 Zr1,WROUGHT,,720.0,,9.9,1,,,,79.3,107.0,,,10.1016/j.jallcom.2019.05.322,
Hf1 Nb1 Ta1 Ti1 Zr1,WROUGHT,,740.0,,9.9,1,,,,79.0,107.0,,,10.1016/j.jallcom.2019.05.322,
Hf1 Nb1 Ta1 Ti1 Zr1,WROUGHT,,760.0,,9.9,1,,,,78.7,107.0,,,10.1016/j.jallcom.2019.05.322,
Hf1 Nb1 Ta1 Ti1 Zr1,WROUGHT,,780.0,,9.9,1,,,,78.4,107.0,,,10.1016/j.jallcom.2019.05.322,
Hf1 Nb1 Ta1 Ti1 Zr1,WROUGHT,,800.0,,9.9,1,,,,78.1,107.0,,,10.1016/j.jallcom.2019.05.322,
Hf1 Nb1 Ta1 Ti1 Zr1,WROUGHT,,820.0,,9.9,1,,,,77.7,107.0,,,10.1016/j.jallcom.2019.05.322,
Hf1 Nb1 Ta1 Ti1 Zr1,WROUGHT,,840.0,,9.9,1,,,,77.4,107.0,,,10.1016/j.jallcom.2019.05.322,
Hf1 Nb1 Ta1 Ti1 Zr1,WROUGHT,T,25.0,,9.9,1,,985.0,1004.0,,107.0,,,10.1016/j.jallcom.2019.04.291,
Hf1 Nb1 Ta1 Ti1 Zr1,WROUGHT,T,25.0,,9.9,1,,972.0,1000.0,,107.0,,,10.1016/j.jallcom.2019.04.291,
Hf1 Nb1 Ta1 Ti1 Zr1,WROUGHT,T,25.0,,9.9,1,,967.0,981.0,,107.0,,,10.1016/j.jallcom.2019.04.291,
Hf1 Nb1 Ta1 Ti1 Zr1,WROUGHT,T,25.0,,9.9,1,366.0,1202.0,1295.0,,107.0,,,10.1016/j.jallcom.2015.07.209,
Hf1 Nb1 Ta1 Ti1 Zr1,WROUGHT,T,25.0,,9.9,1,351.0,1145.0,1262.0,,107.0,,,10.1016/j.jallcom.2015.07.209,
Hf1 Nb1 Ta1 Ti1 Zr1,CAST,C,25.0,,9.9,1,295.0,1073.0,,55.0,107.0,,,10.1016/j.jallcom.2014.11.064,
Hf1 Nb1 Ta1 Ti1 Zr1,WROUGHT,T,25.0,,9.9,1,,940.0,1080.0,,107.0,,,10.1016/j.actamat.2017.09.062,
Hf1 Nb1 Ta1 Ti1 Zr1,WROUGHT,T,25.0,,9.9,1,309.0,830.0,840.0,,107.0,,,10.1016/j.actamat.2017.09.035,
Hf1 Nb1 Ta1 Zr1,CAST,C,25.0,,11.1,1,365.0,1315.0,1800.0,,105.0,21.6,,10.1016/j.actamat.2016.01.018,
Hf1 Nb1 Ti1 V1 Zr1,ANNEAL,C,25.0,,8.1,1,,1253.0,1393.0,,95.0,,,10.1016/j.ijrmhm.2014.07.009,
Hf1 Nb1 Ti1 V1 Zr1,ANNEAL,C,25.0,,8.1,1,,1140.0,1463.0,,95.0,,,10.1016/j.ijrmhm.2014.07.009,
Hf1 Nb1 Ti1 V1 Zr1,ANNEAL,C,25.0,,8.1,1,,1120.0,1376.0,,95.0,30.0,,10.1016/j.ijrmhm.2014.07.009,
Hf1 Nb1 Ti1 Zr1,CAST,T,25.0,,8.4,1,,879.0,969.0,,89.0,,14.9,10.1016/j.matlet.2014.05.134,
Hf1 Nb1 Ti1 Zr1,WROUGHT,,,,8.4,1,,,,69.7,89.0,,,10.1016/j.intermet.2019.04.003,
Hf1 Nb1 Ti1 Zr1,CAST,C,25.0,,8.4,1,351.0,1000.0,,,89.0,52.0,,10.1007/s12598-019-01310-6,
Hf1 Nb1 Ti1 Zr1,ANNEAL,,,,8.4,1,,,,,89.0,,,10.1007/s12598-019-01310-6,
Hf1 Nb1 Ti1 Zr1,CAST,C,800.0,,8.4,1,,303.0,,,89.0,51.0,,10.1007/s12598-019-01310-6,
Hf1 Nb1 Ti1 Zr1,CAST,C,1000.0,,8.4,1,,154.0,,,89.0,51.0,,10.1007/s12598-019-01310-6,
Hf1 Sc1 Ti1 Y1 Zr1,CAST,C,25.0,,6.2,2,256.0,793.0,,,,15.7,,10.1007/s00339-019-2484-1,
Hf1 Sc1 Ti1 Zr1,CAST,C,25.0,,6.8,2,233.0,1001.0,,,,21.9,,10.1007/s00339-019-2484-1,
Hf1 Ta1 Ti1 Zr1,CAST,T,25.0,,10.2,1,,1500.0,1500.0,,107.0,,,10.1002/adma.201701678,
Hf1 Ti1 Y1 Zr1,CAST,C,25.0,,7.0,2,241.0,554.0,,,,17.7,,10.1007/s00339-019-2484-1,
Hf1 Ti1 Zr1,CAST,C,25.0,,8.3,2,211.0,773.0,,,,17.0,,10.1007/s00339-019-2484-1,
Hf1 Mo0.25 Nb1 Ta1 Ti1 Zr1,,C,25.0,9.9,9.906161127,1,395.0,1112.0,,121.0,115.2945674,50.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678
Hf1 Mo0.25 Nb1 Ta1 Ti1 Zr1,CAST,C,25.0,9.94,9.906161127,1,,1110.0,,96.0,115.2945674,50.0,50.0,,Prof.Yeh-RHEA
Hf1 Mo0.5 Nb1 Ta1 Ti1 Zr1,,C,25.0,9.9,9.917872809,1,480.0,1317.0,,130.0,123.0677835,50.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678
Hf1 Mo0.5 Nb1 Ta1 Ti1 Zr1,CAST,C,25.0,9.96,9.917872809,1,,1320.0,,102.0,123.0677835,50.0,50.0,,Prof.Yeh-RHEA
Hf1 Mo0.5 Nb1 Ti1 V0.5,CAST,C,25.0,9.02,8.97404319,1,,1260.0,,,125.5758684,35.0,35.0,,Prof.Yeh-RHEA
Hf1 Mo0.75 Nb1 Ta1 Ti1 Zr1,,C,25.0,9.9,9.928762404,1,492.0,1373.0,,139.0,130.2953678,50.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678
Hf1 Mo0.75 Nb1 Ta1 Ti1 Zr1,CAST,C,25.0,9.97,9.928762404,1,,1370.0,,109.0,130.2953678,50.0,50.0,,Prof.Yeh-RHEA
Hf1 Mo1 Nb1 Ta1 Ti1 Zr1,CAST,C,25.0,9.97,9.938913534,1,,1512.0,,115.0,137.0328224,12.0,10.0,,Prof.Yeh-RHEA
Hf1 Mo1 Nb1 Ta1 Ti1 W1 Zr1,CAST,C,25.0,11.06,11.07993463,1,,1637.0,,,170.0287422,15.5,13.0,,Prof.Yeh-RHEA
Hf1 Mo1 Nb1 Ta1 Ti1 Zr1,,,25.0,9.95,9.938913534,1,,1512.0,,,137.0328224,12.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678
Hf1 Mo1 Nb1 Ta1 Ti1 Zr1,,,800.0,9.95,9.938913534,1,,1007.0,,,137.0328224,23.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678
Hf1 Mo1 Nb1 Ta1 Ti1 Zr1,,,1000.0,9.95,9.938913534,1,,814.0,,,137.0328224,30.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678
Hf1 Mo1 Nb1 Ta1 Ti1 Zr1,,,1200.0,9.95,9.938913534,1,,556.0,,,137.0328224,30.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678
Hf1 Mo1 Nb1 Ta1 Ti1 Zr1,,C,25.0,10.0,9.938913534,1,505.0,1512.0,,,137.0328224,12.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678
Hf1 Mo1 Nb1 Ta1 Ti1 Zr1,,C,25.0,9.9,9.938913534,1,505.0,1512.0,,147.0,137.0328224,12.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678
Hf1 Mo1 Nb1 Ti1 Zr1,,,25.0,8.7,8.685086263,1,,1575.0,,,127.9212828,9.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678
Hf1 Mo1 Nb1 Ti1 Zr1,,,800.0,8.7,8.685086263,1,,825.0,,,127.9212828,50.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678
Hf1 Mo1 Nb1 Ti1 Zr1,,,1000.0,8.7,8.685086263,1,,635.0,,,127.9212828,50.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678
Hf1 Mo1 Nb1 Ti1 Zr1,,,1200.0,8.7,8.685086263,1,,187.0,,,127.9212828,50.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678
Hf1 Mo1 Nb1 Ti1 Zr1,,C,25.0,8.7,8.685086263,1,,1803.0,1719.0,,127.9212828,10.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678
Hf1 Mo1 Ta1 Ti1 Zr1,,,25.0,10.21,10.19147746,1,,1600.0,,,142.9802846,4.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678
Hf1 Mo1 Ta1 Ti1 Zr1,,,800.0,10.21,10.19147746,1,,1045.0,,,142.9802846,19.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678
Hf1 Mo1 Ta1 Ti1 Zr1,,,1000.0,10.21,10.19147746,1,,855.0,,,142.9802846,30.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678
Hf1 Mo1 Ta1 Ti1 Zr1,,,1200.0,10.21,10.19147746,1,,404.0,,,142.9802846,30.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678
Hf1 Mo1 Ta1 Ti1 Zr1,,C,25.0,10.2,10.19147746,1,542.0,1600.0,,,142.9802846,4.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678
Hf1 Nb0.5 O0.1 Ta0.5 Ti1 Zr1,CAST,C,25.0,9.29,9.000474978,1,,1100.0,,,,50.0,50.0,,Prof.Yeh-RHEA
Hf1 Nb0.5 O0.05 Ta0.5 Ti1 Zr1,CAST,C,25.0,9.29,9.141264456,1,,955.0,,,,50.0,50.0,,Prof.Yeh-RHEA
Hf1 Nb0.5 O0.2 Ta0.5 Ti1 Zr1,CAST,C,25.0,9.29,8.73288579,1,,1390.0,,,,8.2,5.0,,Prof.Yeh-RHEA
Hf1 Nb1 Ta1 Ti1 W1 Zr1,CAST,C,25.0,11.23,11.19531061,1,,1550.0,,,148.4958845,26.3,24.5,,Prof.Yeh-RHEA
Hf1 Nb1 Ta1 Ti1 Zr1,,,25.0,9.9,9.893530612,1,,929.0,,,106.9115089,50.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678
Hf1 Nb1 Ta1 Ti1 Zr1,,,600.0,9.9,9.893530612,1,,675.0,,,106.9115089,50.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678
Hf1 Nb1 Ta1 Ti1 Zr1,,,800.0,9.9,9.893530612,1,,535.0,,,106.9115089,50.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678
Hf1 Nb1 Ta1 Ti1 Zr1,,,1000.0,9.9,9.893530612,1,,295.0,,,106.9115089,50.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678
Hf1 Nb1 Ta1 Ti1 Zr1,,,1200.0,9.9,9.893530612,1,,92.0,,,106.9115089,50.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678
Hf1 Nb1 Ta1 Ti1 Zr1,,,1400.0,9.9,9.893530612,1,,790.0,,,106.9115089,50.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678
Hf1 Nb1 Ta1 Ti1 Zr1,,C,25.0,9.9,9.893530612,1,335.0,1015.0,,111.0,106.9115089,50.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678
Hf1 Nb1 Ta1 Ti1 Zr1,,C,25.0,9.9,9.893530612,1,295.0,1073.0,,111.0,106.9115089,50.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678
Hf1 Nb1 Ta1 Ti1 Zr1,,C,25.0,9.9,9.893530612,1,390.0,929.0,,,106.9115089,50.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678
Hf1 Nb1 Ta1 Zr1,,C,25.0,11.1,11.06162515,1,365.0,1315.0,,,104.9436304,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678
Hf1 Nb1 Ta1 Zr1,CAST,C,25.0,11.3,11.06162515,1,,1320.0,,,104.9436304,34.0,32.0,,Prof.Yeh-RHEA
Hf1 Nb1 Ti1 V1 Zr1,CAST,C,25.0,8.1,8.0598931,1,388.0,1170.0,1463.0,128.0,94.98742358,30.0,30.0,,Prof.Yeh-RHEA
Hf1 Nb1 Ti1 Zr1,,T,25.0,8.4,8.389278152,1,,879.0,969.0,,89.37400368,15.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678
Hf1 Nb1 Ti1 Zr1,ANNEAL,T,25.0,8.395,8.389278152,1,,879.0,,,89.37400368,14.9,,,Prof.Yeh-RHEA
Mo0.135 Nb0.205 Ti0.24 V0.20 Zr0.22,CAST,C,25.0,6.845,6.835399701,1,,1475.5,,,126.8650501,29.75,22.0,,Prof.Yeh-RHEA
Mo0.15 Nb0.095 Ti0.325 V0.27 Zr0.16,CAST,C,25.0,6.46,6.464510938,1,,1526.0,,,135.9988299,26.9,18.9,,Prof.Yeh-RHEA
Mo0.1 Nb1 Ti1 V0.3 Zr1,ANNEAL,C,25.0,,6.6,1,,932.0,,,102.0,,45.0,10.1016/j.matdes.2015.06.072,
Mo0.333 Nb0.333 Ti0.333 V1 Zr0.333,CAST,C,25.0,,6.9,1,,1418.0,2508.0,,138.0,24.0,,10.1007/s11837-012-0366-5,
Mo0.3 Nb1 Ti1 V0.3 Zr1,ANNEAL,C,25.0,,6.8,1,,1312.0,,,112.0,,50.0,10.1016/j.matdes.2015.06.072,
Mo0.3 Nb1 Ti1 V1 Zr1,ANNEAL,C,25.0,,6.7,1,,1289.0,,,114.0,,42.0,10.1016/j.matdes.2015.06.072,
Mo0.3 Nb1 Ti1 V1 Zr1,,C,25.0,6.7,6.685845916,1,,1289.0,,,114.0081503,42.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678
Mo0.3 Nb1 Ti1 V1 Zr1,CAST,C,25.0,6.7,6.685845916,1,,1289.0,,,114.0081503,42.0,42.0,,Prof.Yeh-RHEA
Mo0.5 Nb0.5 Ti0.5 V1 Zr0.5,CAST,C,25.0,,7.0,1,,1538.0,3176.0,,139.0,23.0,,10.1007/s11837-012-0366-5,
Mo0.5 Nb1 Ti1 V0.3 Zr1,ANNEAL,C,25.0,,6.9,1,,1301.0,,,122.0,,43.0,10.1016/j.matdes.2015.06.072,
Mo0.5 Nb1 Ti1 V1 Zr1,ANNEAL,C,25.0,,6.8,1,,1473.0,,,122.0,,32.0,10.1016/j.matdes.2015.06.072,
Mo0.5 Nb1 Ti1 V1 Zr1,,C,25.0,6.8,6.822863505,1,,1473.0,,,122.3241237,32.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678
Mo0.5 Nb1 Ti1 V1 Zr1,CAST,C,25.0,6.8,6.822863505,1,,1473.0,,,122.3241237,32.0,32.0,,Prof.Yeh-RHEA
Mo0.667 Nb0.667 Ti0.667 V1 Zr0.667,CAST,C,25.0,,7.1,1,,1735.0,3300.0,,140.0,20.0,,10.1007/s11837-012-0366-5,
Mo0.7 Nb1 Ti1 V0.3 Zr1,ANNEAL,C,25.0,,7.1,1,,1436.0,,,130.0,,27.0,10.1016/j.matdes.2015.06.072,
Mo0.7 Nb1 Ti1 V1 Zr1,ANNEAL,C,25.0,,6.9,1,,1706.0,,,130.0,,32.0,10.1016/j.matdes.2015.06.072,
Mo0.7 Nb1 Ti1 V1 Zr1,,C,25.0,7.0,6.949676036,1,,1706.0,,,130.0207242,32.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678
Mo0.7 Nb1 Ti1 V1 Zr1,CAST,C,25.0,7.0,6.949676036,1,,1706.0,,,130.0207242,32.0,32.0,,Prof.Yeh-RHEA
Mo1.3 Nb1 Ti1 V1 Zr1,,C,25.0,7.3,7.279138633,1,,1496.0,,,150.0167131,30.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678
Mo1.3 Nb1 Ti1 V1 Zr1,CAST,C,25.0,7.3,7.279138633,1,,1496.0,,,150.0167131,30.0,30.0,,Prof.Yeh-RHEA
Mo1.5 Nb1 Ti1 V1 Zr1,,C,25.0,7.4,7.374721493,1,,1603.0,,,155.8178991,20.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678
Mo1.5 Nb1 Ti1 V1 Zr1,CAST,C,25.0,7.4,7.374721493,1,,1603.0,,,155.8178991,20.0,20.0,,Prof.Yeh-RHEA
